Fuel Type Code,Station Name,Street Address,City,State,ZIP,EV Level1 EVSE Num,EV Level2 EVSE Num,EV DC Fast Count,Latitude,Longitude,EV Connector Types,Facility Type,EV Pricing
ELEC,Best Western Plus - Heritage Inn,151 E McLeod Rd,Bellingham,WA,98226,,1,,48.783478,-122.484131,J1772,HOTEL,Free
ELEC,UDR TEN20 #1,10710 Northeast 10th Street,Bellevue,WA,98004,,2,,47.61984,-122.19603,J1772,,
ELEC,AMLI SLU AMLI SLU #1,1250-1282 Republican St,Seattle,WA,98109,,2,,47.62313,-122.331442,J1772,,
ELEC,City of Chelan,137 E Johnson Ave,Chelan,WA,98816,,2,,47.840838,-120.018402,J1772,MUNI_GOV,Free
ELEC,LCC LCC H&S #1,1810 Maple Street,Longview,WA,98632,,2,,46.141922,-122.940192,J1772,,
ELEC,UWMC UWMC #1,3100 Northup Way,Bellevue,WA,98004,,2,,47.638269,-122.191294,J1772,,
ELEC,MI SCHOOLS MERCER HIGH #1,8932-8998 SE 42nd St,Mercer Island,WA,98040,,2,,47.571306,-122.218887,J1772,,
ELEC,UWMC 4245 UWMC 4245 #1,4245 Roosevelt Ave NE,Seattle,WA,98105,,2,,47.658961,-122.3185,J1772,,
ELEC,UWMC 4225 UWMC 4225 #1,4225 Roosevelt Way NE,Seattle,WA,98105,,2,,47.658409,-122.318392,J1772,,
ELEC,Esplanade Street Parking,220 N Oak St,Port Angeles,WA,98362,1,1,,48.120933,-123.434437,J1772 NEMA1450,STREET_PARKING,Free
ELEC,Town Nissan,555 3rd St SE,East Wenatchee,WA,98802,,1,1,47.400783,-120.279071,CHADEMO J1772,CAR_DEALER,Free
ELEC,MAIN HOSPITAL SILVER PARKING,11300-11398 128th Ave NE,Kirkland,WA,98034,,2,,47.716056,-122.179455,J1772,,
ELEC,MAIN HOSPITAL DEYOUNG1,12039 NE 128th St,Kirkland,WA,98034,,2,,47.714435,-122.179399,J1772,,
ELEC,MAIN HOSPITAL BLUE PARKING,12040 NE 128th St,Kirkland,WA,98034,,2,,47.714793,-122.176869,J1772,,
ELEC,Leskovar Mitsubishi,3020 W Clearwater Ave,Kennewick,WA,99336,,2,,46.213233,-119.162367,J1772,CAR_DEALER,Free
ELEC,BMW SEATTLE BMW SALES,601-699 S Plummer St,Seattle,WA,98134,,2,,47.594042,-122.323977,J1772,,
ELEC,HARBOUR POINT HBP STATION A,11700 Mukilteo Speedway,Mukilteo,WA,98275,,2,,47.890423,-122.286971,J1772,,
ELEC,Mellisoni Vineyard,3155 US 97A,Chelan,WA,98816,,1,,47.83522282,-120.0689834,J1772,BREWERY_DISTILLERY_WINERY,Free
ELEC,Sound Ford,101 SW Grady Way,Renton,WA,98057,,1,,47.47015,-122.218765,J1772,CAR_DEALER,Free
ELEC,1551 EASTLAKE A ARE 1551 #1,1551 Eastlake Ave E,Seattle,WA,98102,,2,,47.633703,-122.325837,J1772,,
ELEC,901 FIFTH F LEVEL,901 5th Ave,Seattle,WA,98164,,2,,47.605816,-122.331975,J1772,,
ELEC,1616 EASTLAKE ARE 1616 #1,1616 Eastlake Ave E,Seattle,WA,98102,,2,,47.634438,-122.324583,J1772,,
ELEC,Snoqualmie Casino,37500 SE N Bend,Issaquah,WA,98065,,12,,47.519113,-121.841787,J1772,OTHER_ENTERTAINMENT,
ELEC,Wenatchee - Wenatchee Convention Center,200 N Columbia St,Wenatchee,WA,98801,,1,1,47.42758,-120.31231,CHADEMO J1772,,"DC Fast: $7.50 per session or $19.99 for monthly plan, Level 2: $4 per session or $19.99 for monthly plan"
ELEC,I-5 Gee Creek NB Rest Area,"Interstate 5, Milepost 11 North",Ridgefield,WA,98642,,1,,45.77671,-122.669,J1772,,Level 2: $4 per session or $19.99 for monthly plan
ELEC,Centralia - Wendy's,817 Harrison Avenue,Centralia,WA,98531,,1,1,46.725274,-122.974224,CHADEMO J1772,,"Level 2: $4 per session or $19.99 for monthly plan, DC Fast: $7.50 per session or $19.99 for monthly plan"
ELEC,Bellingham - Sehome Village,222 36th St,Bellingham,WA,98325,,1,1,48.731457,-122.470706,CHADEMO J1772,,"DC Fast: $7.50 per session or $19.99 for monthly plan, Level 2: $4 per session or $19.99 for monthly plan"
ELEC,Castle Rock - Cascade Select Market,204 W. Cowlitz Street,Castle Rock,WA,98611,,1,1,46.276122,-122.910167,CHADEMO J1772,,"Level 2: $4 per session or $19.99 for monthly plan, DC Fast: $7.50 per session or $19.99 for monthly plan"
ELEC,Burlington - The Outlet Shoppes,448 Fashion Way,Burlington,WA,98233,,1,1,48.457448,-122.335866,CHADEMO J1772,,"Level 2: $4 per session or $19.99 for monthly plan, DC Fast: $7.50 per session or $19.99 for monthly plan"
ELEC,Ridgefield - Country Café,6370 N. 1st Circle,Ridgefield,WA,98642,,1,1,45.817526,-122.683594,CHADEMO J1772,,"DC Fast: $7.50 per session or $19.99 for monthly plan, Level 2: $4 per session or $19.99 for monthly plan"
ELEC,I-5 Custer SB Rest Area,3063 Creasy Rd,Custer,WA,98240,,2,,48.927904,-122.648343,J1772,,Level 2: $4 per session or $19.99 for monthly plan
ELEC,Skykomish - Sky Deli,148 5th Street N,Skykomish,WA,98288,,1,1,47.711268,-121.360495,CHADEMO J1772,,"DC Fast: $7.50 per session or $19.99 for monthly plan, Level 2: $4 per session or $19.99 for monthly plan"
ELEC,I-5 Gee Creek NB Rest Area,"Interstate 5, Milepost 11 South",Ridgefield,WA,98642,,1,,45.77671,-122.669,J1772,,Level 2: $4 per session or $19.99 for monthly plan
ELEC,525 NORTHGATE RETAIL #1,525 NE Northgate Way,Seattle,WA,98125,,2,,47.707951,-122.321496,J1772,,
ELEC,Power Trip Energy Corp,83 Denny Ave,Port Townsend,WA,98368,,2,,48.093634,-122.813252,J1772,OFFICE_BLDG,Free
ELEC,John L Scott Real Estate,2219 W Sims Way,Port Townsend,WA,98368,,1,,48.102409,-122.80229,J1772,OFFICE_BLDG,Free
ELEC,GreenPod Development,1531 W Sims Way,Port Townsend,WA,98368,,2,,48.103061,-122.794143,J1772,OFFICE_BLDG,Free
ELEC,Windermere Real Estate,1220 Water St,Port Townsend,WA,98368,,1,,48.113018,-122.760544,J1772,OFFICE_BLDG,Free
ELEC,HAMPTON INN WEST BACK,11505 NE 2nd Pl,Bellevue,WA,98004,,2,,47.611711,-122.187292,J1772,,
ELEC,SIA GARAGE F1,9000 W Airport Dr,Spokane,WA,99224,,2,,47.625092,-117.53956,J1772,,
ELEC,MAIN HOSPITAL SILVER #2,12001-12099 NE 130th Ln,Kirkland,WA,98034,,2,,47.716066,-122.179613,J1772,,
ELEC,WINSLOW WAY WINSLOW #1,232-240 Winslow Way E,Bainbridge Island,WA,98110,,2,,47.624921,-122.51934,J1772,,
ELEC,The Co-op Farm and Garden,216 E Washington St,Sequim,WA,98382,,1,,48.079897,-123.098996,J1772,COOP,Free
ELEC,VISITOR GARAGE PEDESTAL UNIT,1201 Pacific Ave,Tacoma,WA,98402,,1,,47.252117,-122.437452,J1772,,
ELEC,HOMEWOOD SUITES HOMEWOOD #1,1484 Hyla Ave NW,Issaquah,WA,98027,,2,,47.547088,-122.065336,J1772,,
ELEC,Banks Lake Brew and Bistro,695 N 2nd St,Coulee City,WA,99115,,1,,47.616684,-119.287843,J1772,RESTAURANT,Free
ELEC,VM CHARGERS VIRGINIA MASON2,1012 Terry Ave,Seattle,WA,98101,,1,,47.609528,-122.326393,J1772,,
ELEC,CHARGEPOINT T&C BAINBRIDGE,343 Winslow Way E,Bainbridge Island,WA,98110,,2,,47.62419,-122.517509,J1772,,
ELEC,INSIGNIA 953 EV216,588 Bell St,Seattle,WA,98121,,1,,47.616571,-122.342673,J1772,,
ELEC,UWB CASCADIA CC TRULY HOUSE #1,18140 Campus Way NE,Bothell,WA,98011,,2,,47.759501,-122.193075,J1772,,
ELEC,UWB CASCADIA CC SOUTH DUAL #2,11237-11299 NE 180th St,Bothell,WA,98011,,2,,47.757842,-122.190719,J1772,,
ELEC,COLLEGE HALL CROSBY HOUSE,508 E Sharp Ave,Spokane,WA,99202,,2,,47.669044,-117.402594,J1772,,
ELEC,Best Western Plus - Evergreen Inn and Suites,32124 25th Ave S,Federal Way,WA,98003,,1,,47.313989,-122.300707,J1772,HOTEL,
ELEC,Best Western Plus - Tacoma Dome Hotel,2611 East E St,Tacoma,WA,98421,,1,,47.238785,-122.426722,J1772,HOTEL,
ELEC,ESSEX SAMMAMISH VIEW,16160 SE Eastgate Way,Bellevue,WA,98008,,2,,47.577051,-122.125164,J1772,,
ELEC,MADISON GARAGE MADISON GARAGE2,1229 Madison St,Seattle,WA,98104,,2,,47.610087,-122.322114,J1772,,
ELEC,Expo Apartments,118 Republican St,Seattle,WA,98109,,1,,47.6232795,-122.354922,J1772,MULTI_UNIT_DWELLING,
ELEC,Terex Aerial Work Platforms,6464 185th Ave NE,Redmond,WA,98052,,2,,47.6633515,-122.0932594,J1772,OFFICE_BLDG,
ELEC,KING COUNTY DOT BURIEN P&R #5,14900 4th Ave SW,Burien,WA,98166,,1,,47.469258,-122.338762,J1772,,
ELEC,SIA CELL LOT,8909 W Airport Dr,Spokane,WA,99224,,2,,47.630989,-117.540534,J1772,,
ELEC,Tumwater - Shell Station & Deli Mart,6131 Capital Blvd SW,Tumwater,WA,98501,,1,1,46.99353,-122.908081,CHADEMO J1772,,"DC Fast: $7.50 per session or $19.99 for monthly plan, Level 2: $4 per session or $19.99 for monthly plan"
ELEC,Leavenworth - City Hall,700 US Hwy 2,Leavenworth,WA,98826,,1,1,47.59501,-120.664684,CHADEMO J1772,,"Level 2: $4 per session or $19.99 for monthly plan, DC Fast: $7.50 per session or $19.99 for monthly plan"
ELEC,Sultan - Sultan Visitor Information Center,320 Main St,Sultan,WA,98294,,1,1,47.862157,-121.816597,CHADEMO J1772,,"DC Fast: $7.50 per session or $19.99 for monthly plan, Level 2: $4 per session or $19.99 for monthly plan"
ELEC,Cle Elum,3600 Suncadia Trail,Cle Elum,WA,98922,,1,1,47.208469,-121.019582,CHADEMO J1772,,"DC Fast: $7.50 per session or $19.99 for monthly plan, Level 2: $4 per session or $19.99 for monthly plan"
ELEC,Snoqualmie - Snoqualmie Pass Chevron,519 SR 906,Snoqualmie Pass,WA,98068,,1,1,47.42094,-121.4113,CHADEMO J1772,,"DC Fast: $7.50 per session or $19.99 for monthly plan, Level 2: $4 per session or $19.99 for monthly plan"
ELEC,Performance Kia,229 SW Everett Mall Way,Everett,WA,98204,,,1,47.906308,-122.237601,CHADEMO J1772COMBO,CAR_DEALER,
